Song_ID,Type,Artist,Title,Year,Complex_award,Lyrics_Genius,Lyrics_API,Length,Amplitude,Stemmed_Genius,Stemmed_API
129,Classic,J Cole,GOMD,2014,0,you wanna know just where i'm at well let me tell you 'bout it i put my city on the map but let me tell you 'bout it they tryna say i can't come back ayy let me tell you 'bout it man fuck them niggas i come back ayy let me tell you 'bout it i wanna tell you 'bout it hands up everybody run cole outside and he say he got a gun niggas like man that's what everybody said go and pop the trunk and everybody dead everybody scared of the nigga aware that the nigga is better all my bitches the pick of the litter never bitter niggas is fake they anime me i never hate get cake like anna mae whoa eat the cake bitch eat the damn cake uh fuck good nigga we demand great order domino's and she take off all her clothes nigga you know how it goes make the pizza man wait the best kept secret even hov tried to keep it and i leaked the damn tape uh rest in peace any nigga want beef secret service couldn't keep the man safe i said to,you want to know just where I'm at with let me tell you about it I put my city on the map and let me tell you about it a try to say I can't come back and let me tell you about it man fuck them niggas I come back it let me tell you about it I want to tell you about it heads up everybody run cold outside and he say got a gun nigga slide man that's what everybody say go put the truck in the air body dead everybody's get it and you gonna wear that the niggas better I'm a bitch picking a little never better it's fake the enemy me out of the hate cake like anime well eat the cake receded and cake what good it'll be the man great ordered Domino's she think I'm all aglow nigga you know I go make the pizza man wait the best kept secret even host how to keep it,47,94,you wanna know just where i'm at well let me tell you 'bout it i put my citi on the map but let me tell you 'bout it they tryna say i can't come back ayi let me tell you 'bout it man fuck them nigga i come back ayi let me tell you 'bout it i wanna tell you 'bout it hand up everybodi run cole outsid and he say he got a gun nigga like man that' what everybodi said go and pop the trunk and everybodi dead everybodi scare of the nigga awar that the nigga is better all my bitch the pick of the litter never bitter nigga is fake they anim me i never hate get cake like anna mae whoa eat the cake bitch eat the damn cake uh fuck good nigga we demand great order domino' and she take off all her cloth nigga you know how it goe make the pizza man wait the best kept secret even hov tri to keep it and i leak the damn tape uh rest in peac ani nigga want beef secret servic couldn't keep the man safe i said to,you want to know just where i'm at with let me tell you about it i put my citi on the map and let me tell you about it a tri to say i can't come back and let me tell you about it man fuck them nigga i come back it let me tell you about it i want to tell you about it head up everybodi run cold outsid and he say got a gun nigga slide man that' what everybodi say go put the truck in the air bodi dead everybody' get it and you gonna wear that the nigga better i'm a bitch pick a littl never better it' fake the enemi me out of the hate cake like anim well eat the cake reced and cake what good it'll be the man great order domino' she think i'm all aglow nigga you know i go make the pizza man wait the best kept secret even host how to keep it
130,Classic,J Cole,Workout,2011,0,she like them boys with the big ol' chains riding around town in a big ol' range i knew her when i rocked big ol' jeans now the little nigga doing big ol' thangs would you look at that i came back for her just to give it to ya like you asked for it man that thing in them jeans too fat for her rebounds so i caught her off the backboard i told her baby girl come here know i run the town even when i aingt from there and i brag hardly but just to show up at this party i made what yo' nigga make in one year that's unfair but so is life take a chance roll the dice money cant buy you love 'cause its overpriced dont overthink just hope it's right im only here for the night,she like the blonde with the big old chains ride around town in the big gold rings I knew it when I write big gold chains not a little naked doing big old fangs would you say I came back full just to get to you like you asked for many thing and I'm James too fat for dreams and so I caught off the backboard I told her baby girl come here no I run the town even when I ain't from there and I brag hardly but just to show up at this party I made with you to make it one yet that's not fair but so is like take it seems rolling dice money can't buy you love cuz it's overpriced don't overthink just hope it's right I'm only here for the night,40,26,she like them boy with the big ol' chain ride around town in a big ol' rang i knew her when i rock big ol' jean now the littl nigga do big ol' thang would you look at that i came back for her just to give it to ya like you ask for it man that thing in them jean too fat for her rebound so i caught her off the backboard i told her babi girl come here know i run the town even when i aingt from there and i brag hardli but just to show up at thi parti i made what yo' nigga make in one year that' unfair but so is life take a chanc roll the dice money cant buy you love 'caus it overpr dont overthink just hope it' right im onli here for the night,she like the blond with the big old chain ride around town in the big gold ring i knew it when i write big gold chain not a littl nake do big old fang would you say i came back full just to get to you like you ask for mani thing and i'm jame too fat for dream and so i caught off the backboard i told her babi girl come here no i run the town even when i ain't from there and i brag hardli but just to show up at thi parti i made with you to make it one yet that' not fair but so is like take it seem roll dice money can't buy you love cuz it' overpr don't overthink just hope it' right i'm onli here for the night
131,Classic,DMX,X Gon Give it to ya,2003,0,x gone give it to ya fuck fuck waiting for you to get it on your own x gone deliver to ya uh knock knock open up the door it's real with the nonstop pop pop of stainless steel go hard getting busy with it ooh but i got such a good heart that i'll make a motherfucker wonder if he did it yeah damn right and i'll do it again yeah 'cause i am right so i gots to win uh uh uh break bread with the enemy fuck but no matter how many cats i break bread with i'll break who you sending me yeah you motherfuckers never wanted nothing uh uh uh but your life saved bitch and that's on a light day give up i'm getting down down like a nigga said freeze uh but won't be the one ending up on his knees bitch please if the only thing you cats did was came out to play stay out my way motherfucker ,- don't give it to you if you to get it on your own let's go deliver to your black knocked open up the darkness real the nonstop problem stainless steel so hard getting busy with it I got such a good heart that I'm your mother damn right hand I do it again with the Enemy,41,88,x gone give it to ya fuck fuck wait for you to get it on your own x gone deliv to ya uh knock knock open up the door it' real with the nonstop pop pop of stainless steel go hard get busi with it ooh but i got such a good heart that i'll make a motherfuck wonder if he did it yeah damn right and i'll do it again yeah 'caus i am right so i got to win uh uh uh break bread with the enemi fuck but no matter how mani cat i break bread with i'll break who you send me yeah you motherfuck never want noth uh uh uh but your life save bitch and that' on a light day give up i'm get down down like a nigga said freez uh but won't be the one end up on hi knee bitch pleas if the onli thing you cat did wa came out to play stay out my way motherfuck ,- don't give it to you if you to get it on your own let' go deliv to your black knock open up the dark real the nonstop problem stainless steel so hard get busi with it i got such a good heart that i'm your mother damn right hand i do it again with the enemi
132,Classic,DMX,Party up,1999,0,up in here if i gotsta bring it to you cowards then it's gonna be quick aight all your mans up in the jail before sucked my dick and all them other cats you run with get done with dumb quick how the fuck you gonna cross the dog with some bum shit aight there go the gun click nine hundred and eleven shit all over some dumb shit aingt that some shit y'all niggas remind me of a strip club cause every time you come around it's like what i just gotta get my dick sucked and i don't know who the fuck you think you talking to but i'm not him aight slim so watch what you do or you gone find yourself buried next to someone else and we all thought you loved yourself but that couldn't have been the issue or maybe they just saying that now cause they miss you shit a nigga tried to diss you that's why you laying on your back looking at the roof of the church preacher telling the truth and it hurts ,nothing to bring it to you Calverton is gonna be quick I know you made the Benicia before suck my balls you know little of Apache when we get done with some quick are posted know if they're gonna one point hey that's your mommy,39,241,up in here if i gotsta bring it to you coward then it' gonna be quick aight all your man up in the jail befor suck my dick and all them other cat you run with get done with dumb quick how the fuck you gonna cross the dog with some bum shit aight there go the gun click nine hundr and eleven shit all over some dumb shit aingt that some shit y'all nigga remind me of a strip club caus everi time you come around it' like what i just gotta get my dick suck and i don't know who the fuck you think you talk to but i'm not him aight slim so watch what you do or you gone find yourself buri next to someon els and we all thought you love yourself but that couldn't have been the issu or mayb they just say that now caus they miss you shit a nigga tri to diss you that' whi you lay on your back look at the roof of the church preacher tell the truth and it hurt ,noth to bring it to you calverton is gonna be quick i know you made the benicia befor suck my ball you know littl of apach when we get done with some quick are post know if they'r gonna one point hey that' your mommi
133,Classic,DMX,Ruff Ryders Anthem,1998,1,snitches wanna try snitches wanna lie then snitches wonder why snitches wanna die all i know is pain all i feel is rain how can i maintain with that shit on my brain i resort to violence my niggas move in silence like you don't know what our style is new york niggas the wildest my niggas is with it you want it come and get it took it then we split it you fucking right we did it what the fuck you gone do when we run up on you fucking with the wrong crew don't know what we're going through i'ma have to show niggas how easily we blow niggas when you find out there's some mo' niggas that's running with yo niggas nothing we can't handle break it up and dismantle light it up like a candle just 'cause i can't stand you put my shit on tapes like you busting grapes think you holding weight then you haven't met the apes ,we just want to try sniff this one alive let's get this wonder why they just want the time all I know its name all I feel is rain I cannot maintain with that is so my brain I resort to violence my Killers move in silence like you don't know what I've silence do your Killers the wild dogs acquitted but you want it Come & Get It took it from this little damn right we did it what you gonna do when we find the phone dude I said with the wrong pun don't know what we called I might have to smoke how easily we because I can't stand like you busted rate if you hold the weight and you haven't met the Apes,44,70,snitch wanna tri snitch wanna lie then snitch wonder whi snitch wanna die all i know is pain all i feel is rain how can i maintain with that shit on my brain i resort to violenc my nigga move in silenc like you don't know what our style is new york nigga the wildest my nigga is with it you want it come and get it took it then we split it you fuck right we did it what the fuck you gone do when we run up on you fuck with the wrong crew don't know what we'r go through i'ma have to show nigga how easili we blow nigga when you find out there' some mo' nigga that' run with yo nigga noth we can't handl break it up and dismantl light it up like a candl just 'caus i can't stand you put my shit on tape like you bust grape think you hold weight then you haven't met the ape ,we just want to tri sniff thi one aliv let' get thi wonder whi they just want the time all i know it name all i feel is rain i cannot maintain with that is so my brain i resort to violenc my killer move in silenc like you don't know what i'v silenc do your killer the wild dog acquit but you want it come & get it took it from thi littl damn right we did it what you gonna do when we find the phone dude i said with the wrong pun don't know what we call i might have to smoke how easili we becaus i can't stand like you bust rate if you hold the weight and you haven't met the ape
134,Classic,DMX,Where THe Hood At,2003,0,man cats don't know what it's gonna be fucking with a nigga like me d to the m to the x last i heard y'all niggas was having sex with the same sex i show no love to homo thugs empty out reload and throw mo' slugs how you gonna explain fucking a man even if we squash the beef i aingt touching your hand i don't fuck with chumps for those who been to jail that's the cat with the koolaid on his lips and pumps i don't fuck with niggas that think they broads only know how to be one way that's the dog i know how to get down know how to bite bark very little but i know how to fight i know how to chase a cat up in the tree man i give y'all niggas the bidness for fucking with me is you crazy ,man that's don't know what it's gonna be fucking with that nigga like me P to the m to the x-axis a Stocker can niggas was having sex with the same sex so no love the Homolka emptied out reloads though most are you gonna explain fucking the man even if he spots two three I ain't touching the hand I don't fuck with you but the Kool-Aid on his lips and I don't fuck with niggas that think they brought only know how to be be one way that's the dog know how to get down know how to bike like pop very little but I know how to fight right know how to chase a cat up in the tree man I can't make it the biggest fucking with me,42,592,man cat don't know what it' gonna be fuck with a nigga like me d to the m to the x last i heard y'all nigga wa have sex with the same sex i show no love to homo thug empti out reload and throw mo' slug how you gonna explain fuck a man even if we squash the beef i aingt touch your hand i don't fuck with chump for those who been to jail that' the cat with the koolaid on hi lip and pump i don't fuck with nigga that think they broad onli know how to be one way that' the dog i know how to get down know how to bite bark veri littl but i know how to fight i know how to chase a cat up in the tree man i give y'all nigga the bid for fuck with me is you crazi ,man that' don't know what it' gonna be fuck with that nigga like me p to the m to the x-axi a stocker can nigga wa have sex with the same sex so no love the homolka empti out reload though most are you gonna explain fuck the man even if he spot two three i ain't touch the hand i don't fuck with you but the kool-aid on hi lip and i don't fuck with nigga that think they brought onli know how to be be one way that' the dog know how to get down know how to bike like pop veri littl but i know how to fight right know how to chase a cat up in the tree man i can't make it the biggest fuck with me
135,Classic,DMX,Go To Sleep,2003,0,hey dog i'ma walk like a beast talk like the streets i'ma stay blazin new york wit the heat stalk on the beat walk wit my feet understand my pain the rain aingt sleet peep how i'm moving peep where i'm going shit don't seep then sleep not knowin but i'ma keep growing getting larger than life easygoing with the same one that started the fight he be knowing how dog get when dog gon bite tried to show him the dog shit it's dog for life grand champ and my blood line is tight cuz it's all good it's all right niggas tried to holla but couldn't holla back now they gots to swallow everything in the sac blood line and we can go track for track damn dog why'd you have to do them niggas like that ,I'ma stay place in New York with the eat yeah I'm not gonna beat ya walk with my feet understand I'm not paying the ring a sneak peak power moving Heap where I'm going shit don't sleep the sleep that know and I'm Gonna Keep warming getting Larger than Life easygoing but the same one who started the fight he be knowing have don't get with y'all gon bite strong dosage by French Champion my blood Dynasty it was just so good so climbing don't tracks track damn dog what you had to do to me,43,257,hey dog i'ma walk like a beast talk like the street i'ma stay blazin new york wit the heat stalk on the beat walk wit my feet understand my pain the rain aingt sleet peep how i'm move peep where i'm go shit don't seep then sleep not knowin but i'ma keep grow get larger than life easygo with the same one that start the fight he be know how dog get when dog gon bite tri to show him the dog shit it' dog for life grand champ and my blood line is tight cuz it' all good it' all right nigga tri to holla but couldn't holla back now they got to swallow everyth in the sac blood line and we can go track for track damn dog why'd you have to do them nigga like that ,i'ma stay place in new york with the eat yeah i'm not gonna beat ya walk with my feet understand i'm not pay the ring a sneak peak power move heap where i'm go shit don't sleep the sleep that know and i'm gonna keep warm get larger than life easygo but the same one who start the fight he be know have don't get with y'all gon bite strong dosag by french champion my blood dynasti it wa just so good so climb don't track track damn dog what you had to do to me
136,Classic,Snoop Dogg,Gin and Juice,1993,1,with so much drama in the lbc it's kind of hard being snoop dodoubleg but i somehow some way keep coming up with funkyass shit like every single day may i kick a little something for the g's and make a few ends as i breeze through two in the morning and the party's still jumping cause my momma aingt home i got bitches in the living room getting it on and they aingt leaving till six in the morning so what you wanna do shit i got a pocket full of rubbers and my homeboys do too so turn off the lights and close the doors but but what we don't love them hoes yeah so we gone blow a house to this g's up freeze up for a second now bounce to this,with so much drama in the LBC it's kind of hard being a snoop d-o-double-g but somehow some way to keep coming up with no PS it's like every single day May kick a little something for the veggies and make a few as I'm Maurice little two : zero zero in the morning and the party still just because my mama ain't home I got some breaks in the living room getting it on and they ain't leaving till six : zero zero in the morning so what you want to do I got a Pocketful of what was in my home boys them to so thrown off the lights and close the don't but we don't love them no one doubts that it Jesus frees up for a second now bouncing,41,49,with so much drama in the lbc it' kind of hard be snoop dodoubleg but i somehow some way keep come up with funkyass shit like everi singl day may i kick a littl someth for the g' and make a few end as i breez through two in the morn and the party' still jump caus my momma aingt home i got bitch in the live room get it on and they aingt leav till six in the morn so what you wanna do shit i got a pocket full of rubber and my homeboy do too so turn off the light and close the door but but what we don't love them hoe yeah so we gone blow a hous to thi g' up freez up for a second now bounc to thi,with so much drama in the lbc it' kind of hard be a snoop d-o-double-g but somehow some way to keep come up with no ps it' like everi singl day may kick a littl someth for the veggi and make a few as i'm mauric littl two : zero zero in the morn and the parti still just becaus my mama ain't home i got some break in the live room get it on and they ain't leav till six : zero zero in the morn so what you want to do i got a pocket of what wa in my home boy them to so thrown off the light and close the don't but we don't love them no one doubt that it jesu free up for a second now bounc
137,Classic,Snoop Dogg,Beautiful,2002,0,i know you gone lose it this new snoop shit come on baby boo you gots to get into it don't fool with the player with the cool whip yeah yeah you know i'm always on that cool shit walk to it do it how you do it have a glass let me put you in the mood and little cutie looking like a student long hair with ya big fat booty back in the days you was a girl i went to school with had to tell your moms and sister to cool it the girl wanna do it i just might do it hit her up with some pimp pimp fluid mommy don't worry i won't abuse it hurry up and finish so we can watch clueless i laugh at these niggas when they ask who do this but everybody know ooh girl that you is,you know you don't lose it this new snook come on baby buggy Augusta getting to him no home with the play with the code will yeah yeah you know I'm always gonna cool want to do with what I could do with have a glass let me put you in the movie look she lives him like a student loan head with your big fat Buddha back in the days,38,10,i know you gone lose it thi new snoop shit come on babi boo you got to get into it don't fool with the player with the cool whip yeah yeah you know i'm alway on that cool shit walk to it do it how you do it have a glass let me put you in the mood and littl cuti look like a student long hair with ya big fat booti back in the day you wa a girl i went to school with had to tell your mom and sister to cool it the girl wanna do it i just might do it hit her up with some pimp pimp fluid mommi don't worri i won't abus it hurri up and finish so we can watch clueless i laugh at these nigga when they ask who do thi but everybodi know ooh girl that you is,you know you don't lose it thi new snook come on babi buggi augusta get to him no home with the play with the code will yeah yeah you know i'm alway gonna cool want to do with what i could do with have a glass let me put you in the movi look she live him like a student loan head with your big fat buddha back in the day
138,Classic,Snoop Dogg,Thats My Nigga,2017,0,can a real crip get a little bit dump on a nigga for some silly shit a hundred four rounds when the milli' kick yeah gang bang niggas who he really with crip and we don't talk to no motherfucking law cooked up caked up slanging that raw nigga roll through the city of vice banging with the loud or the silencer leave him on the floor with his brains spilt out tanners scanners bananas peeled out back to the set no sweat ducked off come through the hood and you will get fucked off nigga this's crip on my two times don't give a fuck and we'll bust him one time nigga what y'all thought we criss to cross you miss your loss we setting it off,quit being a little bitch jump on a nigga possum silly shit twenty-four rounds when the Millie kid gang bang niggas we really went when we don't talk to no motherfucking law cooked up can't just slinging that wrong nigga roles of the City of Violence bringing with them out of the cytosol leave him on the floor would his brain Spilled Out Tanner scanners bananas puked out back to the said no sweat ducked off come through the hood and you will get fucked off nigga this crap on mine two times don't give a fucking whup us on one time nigga what y'all fall Crest across your mission log was setting it off,37,567,can a real crip get a littl bit dump on a nigga for some silli shit a hundr four round when the milli' kick yeah gang bang nigga who he realli with crip and we don't talk to no motherfuck law cook up cake up slang that raw nigga roll through the citi of vice bang with the loud or the silenc leav him on the floor with hi brain spilt out tanner scanner banana peel out back to the set no sweat duck off come through the hood and you will get fuck off nigga this' crip on my two time don't give a fuck and we'll bust him one time nigga what y'all thought we criss to cross you miss your loss we set it off,quit be a littl bitch jump on a nigga possum silli shit twenty-four round when the milli kid gang bang nigga we realli went when we don't talk to no motherfuck law cook up can't just sling that wrong nigga role of the citi of violenc bring with them out of the cytosol leav him on the floor would hi brain spill out tanner scanner banana puke out back to the said no sweat duck off come through the hood and you will get fuck off nigga thi crap on mine two time don't give a fuck whup us on one time nigga what y'all fall crest across your mission log wa set it off
139,Classic,Snoop Dogg,Drop It like its hot,2004,0,i'm a gangsta but y'all knew that da big boss dogg yeah i had to do that i keep a blue flag hanging out my backside but only on the left side yeah that's the crip side aingt no other way to play the game the way i play i cut so much you thought i was a dj two one yep three sn double op do double g i can't fake it just break it and when i take it see i specialize in making all the girls get naked so bring your friends all of y'all come inside we got a world premiere right here now get live so don't change the dizzle turn it up a little i got a living room full of fine dime brizzles waiting on the pizzle the dizzle and the chizzle g's to the bizzacknow ladies here we gizzo when the pimp,come with Gangster but y'all knew that the big boss doggy I had to do that I keep a flag hanging up my backside but only on the left side yeah that's the side ain't no other way to play the game the way I play I cut so much you thought I was a DJ two thousand and thirteen and seeing what below P go GG I can take you just break it didn't want to take his CI specialized I'm getting all the girls get naked so bring your friends all y'all come inside we gotta world for me right here I get like so so don't change the decimal turn it up a meadow I got a living room full of find on Brussels waiting on the pickle for this'll and the shizzle jeez to this at my ladies listen when the pimp,41,13,i'm a gangsta but y'all knew that da big boss dogg yeah i had to do that i keep a blue flag hang out my backsid but onli on the left side yeah that' the crip side aingt no other way to play the game the way i play i cut so much you thought i wa a dj two one yep three sn doubl op do doubl g i can't fake it just break it and when i take it see i special in make all the girl get nake so bring your friend all of y'all come insid we got a world premier right here now get live so don't chang the dizzl turn it up a littl i got a live room full of fine dime brizzl wait on the pizzl the dizzl and the chizzl g' to the bizzacknow ladi here we gizzo when the pimp,come with gangster but y'all knew that the big boss doggi i had to do that i keep a flag hang up my backsid but onli on the left side yeah that' the side ain't no other way to play the game the way i play i cut so much you thought i wa a dj two thousand and thirteen and see what below p go gg i can take you just break it didn't want to take hi ci special i'm get all the girl get nake so bring your friend all y'all come insid we gotta world for me right here i get like so so don't chang the decim turn it up a meadow i got a live room full of find on brussel wait on the pickl for this'll and the shizzl jeez to thi at my ladi listen when the pimp
140,Classic,Snoop Dogg,Who Am I,1993,0,from the depths of the sea back to the block snoop doggy dogg funky as the the the doc went solo on that ass but it's still the same long beach is the spot where i serve my 'caine follow me follow me follow me follow me but don't lose your grip ninetrizzay's the yizzear for me to fuck up shit so i aingt holdin nutting back and motherfucker i got five on that twenty sack it's like that and as a matter of fact rattattattat 'cause i never hesitate to put a nigga on his back yeah so peep out the manuscript you see that it's a must we drop gangsta shit what's my motherfuckin name,from the depths of the feedback to the black Snoop Doggy Dogg funky gets the that whistle alone at a squirrel just deal the same long Beach's the spot where my serve my king I'll let me let me put your bet not school cuz not Chris I used to use it for me to clean up my grip so I ain't holding nothing back and once again I got five on the cruise it's like that never mattered because I never have,31,28,from the depth of the sea back to the block snoop doggi dogg funki as the the the doc went solo on that ass but it' still the same long beach is the spot where i serv my 'cain follow me follow me follow me follow me but don't lose your grip ninetrizzay' the yizzear for me to fuck up shit so i aingt holdin nut back and motherfuck i got five on that twenti sack it' like that and as a matter of fact rattattattat 'caus i never hesit to put a nigga on hi back yeah so peep out the manuscript you see that it' a must we drop gangsta shit what' my motherfuckin name,from the depth of the feedback to the black snoop doggi dogg funki get the that whistl alon at a squirrel just deal the same long beach' the spot where my serv my king i'll let me let me put your bet not school cuz not chri i use to use it for me to clean up my grip so i ain't hold noth back and onc again i got five on the cruis it' like that never matter becaus i never have
141,Classic,Dr Dre,Still Dre,1999,1,it's still dre day nigga ak nigga though i've grown a lot can't keep it home a lot 'cause when i frequent the spots that i'm known to rock you hear the bass from the truck when i'm on the block ladies they pay homage but haters say dre fell off how nigga my last album was the chronic nigga they wanna know if he still got it they say rap's changed they wanna know how i feel about it if you aingt up on thangs dr dre is the name i'm ahead of my game still puffing my leaves still fuck with the beats still not loving police huhuh still rock my khakis with a cuff and a crease for sho' still got love for the streets repping two hundred and thirteen for life still the beats bang still doing my thang since i left aingt too much changed ,still great day and age a room like and keep it home a lot because my frequent response that I've known the rock you had a face from the front when I'm holding the black lace they pay homage hate to say three fell off out my last album was the pranic they want to know if he's still got it they say trap change they want to know how I feel about you doctors raise the name on my head of my getting still puffing my lipstick put the bait still not loving police Still Rock my khakis with a cuff in the crease still got love with rapid two hundred and thirteen like Feel The Beat bang still doing my thing since I left too much change,41,33,it' still dre day nigga ak nigga though i'v grown a lot can't keep it home a lot 'caus when i frequent the spot that i'm known to rock you hear the bass from the truck when i'm on the block ladi they pay homag but hater say dre fell off how nigga my last album wa the chronic nigga they wanna know if he still got it they say rap' chang they wanna know how i feel about it if you aingt up on thang dr dre is the name i'm ahead of my game still puf my leav still fuck with the beat still not love polic huhuh still rock my khaki with a cuff and a creas for sho' still got love for the street rep two hundr and thirteen for life still the beat bang still do my thang sinc i left aingt too much chang ,still great day and age a room like and keep it home a lot becaus my frequent respons that i'v known the rock you had a face from the front when i'm hold the black lace they pay homag hate to say three fell off out my last album wa the pranic they want to know if he' still got it they say trap chang they want to know how i feel about you doctor rais the name on my head of my get still puf my lipstick put the bait still not love polic still rock my khaki with a cuff in the creas still got love with rapid two hundr and thirteen like feel the beat bang still do my thing sinc i left too much chang
142,Classic,Dr Dre,The Next Episode,1999,0,you know i'm mobbing with the dodoubleg straight off the fucking streets of cpt king of the beats you ride to 'em in your fleet fleetwood or coupe deville rolling on dubs how you feel whoopty whoop nigga what dre and snoop chronic'd out in the 'llac with doc in the back sipping on 'gnac yeah clip in the strap dipping through hoods what hood compton long beach inglewood south central out to the west side it's california love this california bud got a nigga gang of pub i'm on one i might bail up in the century club with my jeans on and my team strong get my drink on and my smoke on then go home with something to poke on 'sup bitch loc it's on for the twotripleoh coming real it's the next episode episode ,you know what Marvin with the d-o-double-g straight up the village streets at CPT King of the Beach right to a minion flee the field Rollin on dubs how you feel Doc in the back sippin on yeah ripping all the amps pivot through her water pump in Long Beach California and my pain from get my drink on and my smoke on the go home with something to poke substrate focused on for the two triple o coming real it's the next episode,47,21,you know i'm mob with the dodoubleg straight off the fuck street of cpt king of the beat you ride to 'em in your fleet fleetwood or coup devil roll on dub how you feel whoopti whoop nigga what dre and snoop chronic'd out in the 'llac with doc in the back sip on 'gnac yeah clip in the strap dip through hood what hood compton long beach inglewood south central out to the west side it' california love thi california bud got a nigga gang of pub i'm on one i might bail up in the centuri club with my jean on and my team strong get my drink on and my smoke on then go home with someth to poke on 'sup bitch loc it' on for the twotripleoh come real it' the next episod episod ,you know what marvin with the d-o-double-g straight up the villag street at cpt king of the beach right to a minion flee the field rollin on dub how you feel doc in the back sippin on yeah rip all the amp pivot through her water pump in long beach california and my pain from get my drink on and my smoke on the go home with someth to poke substrat focus on for the two tripl o come real it' the next episod
143,Classic,Dr Dre,Forgot About Dre,1999,0,y'all know me still the same og but i been lowkey hated on by most these niggas with no cheese no deals and no g's no wheels and no keys no boats no snowmobiles and no skis mad at me cause i can finally afford to provide my family with groceries got a crib with a studio and it's all full of tracks to add to the wall full of plaques hanging up in the office in back of my house like trophies did y'all think i'ma let my dough freeze ho please you better bow down on both knees who you think taught you to smoke trees who you think brought you the oldies eazye's ice cube's and doc's the snoop dodoubleg's and the group that said motherfuck the police gave you a tape full of dope beats to bump when you stroll through in your hood and when your album sales weren't doing too good who's the doctor they told you to go see y'all better listen up closely all you niggas that said that i turned pop or the firm flopped y'all are the reason that dre aingt been getting no sleep so fuck y'all all of y'all if y'all don't like me blow me y'all are gone keep fucking around with me and turn me back to the old me ,y'all know me it's a Mogi with a pillow key hated on by most of these niggas with no cheese no deals and DG's the wheels and no keys no boots no snow mobiles and don't see he's mad at me because I can finally afford to provide my family with Rosie Ruiz got a crippled the studio when the salt on the tracks the act of walking a plaques hanging up in the office and back of my house like row Keys people think I'm a let my dough freeze hold please down on both knees you think taught you to smoke trees ice cubes,59,64,y'all know me still the same og but i been lowkey hate on by most these nigga with no chees no deal and no g' no wheel and no key no boat no snowmobil and no ski mad at me caus i can final afford to provid my famili with groceri got a crib with a studio and it' all full of track to add to the wall full of plaqu hang up in the offic in back of my hous like trophi did y'all think i'ma let my dough freez ho pleas you better bow down on both knee who you think taught you to smoke tree who you think brought you the oldi eazye' ice cube' and doc' the snoop dodoubleg' and the group that said motherfuck the polic gave you a tape full of dope beat to bump when you stroll through in your hood and when your album sale weren't do too good who' the doctor they told you to go see y'all better listen up close all you nigga that said that i turn pop or the firm flop y'all are the reason that dre aingt been get no sleep so fuck y'all all of y'all if y'all don't like me blow me y'all are gone keep fuck around with me and turn me back to the old me ,y'all know me it' a mogi with a pillow key hate on by most of these nigga with no chees no deal and dg' the wheel and no key no boot no snow mobil and don't see he' mad at me becaus i can final afford to provid my famili with rosi ruiz got a crippl the studio when the salt on the track the act of walk a plaqu hang up in the offic and back of my hous like row key peopl think i'm a let my dough freez hold pleas down on both knee you think taught you to smoke tree ice cube
